escenario_actual,problema_detectado,evidencia_numerica,cambio_recomendado,efecto_esperado,prioridad,decision,scenario_base,tp,family,benchmark_split
R6_SparseLongRange__TP09_Bimodal,(sin flags),delivery=0.0532; overhead=14.6129; drops=0.036; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP09,04_rural,stress
R6_SparseLongRange__TP10_Storm,(sin flags),delivery=0.0099; overhead=18.459; drops=1.1005; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP10,04_rural,stress
R6_SparseLongRange__TP11_ManyToOne,(sin flags),delivery=0.0608; overhead=14.5593; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP11,04_rural,stress
R6_SparseLongRange__TP12_GroupToGroup,(sin flags),delivery=0.0798; overhead=13.6154; drops=0; encounters=18; std_base=0.0307,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R6_SparseLongRange,TP12,04_rural,control
R9_ExtremeRange_200m__TP01_Baseline,(sin flags),delivery=0.8571; overhead=37.6936; drops=0; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP01,04_rural,main
R9_ExtremeRange_200m__TP02_LowLoad,(sin flags),delivery=0.8333; overhead=39.2625; drops=0; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP02,04_rural,main
R9_ExtremeRange_200m__TP03_ManySmall,(sin flags),delivery=0.8584; overhead=37.9424; drops=0; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP03,04_rural,main
R9_ExtremeRange_200m__TP05_CriticalTTL,(sin flags),delivery=0.0126; overhead=37; drops=1.4517; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP05,04_rural,stress
R9_ExtremeRange_200m__TP06_OneToMany,(sin flags),delivery=0.8598; overhead=39.9808; drops=2.1443; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP06,04_rural,stress
R9_ExtremeRange_200m__TP10_Storm,(sin flags),delivery=0.1664; overhead=37.3493; drops=6.8438; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP10,04_rural,stress
R9_ExtremeRange_200m__TP11_ManyToOne,(sin flags),delivery=0.8691; overhead=39.3938; drops=1.8031; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP11,04_rural,stress
R9_ExtremeRange_200m__TP12_GroupToGroup,(sin flags),delivery=0.863; overhead=38.0474; drops=0; encounters=594; std_base=0.3224,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,R9_ExtremeRange_200m,TP12,04_rural,control
D1_ShelterHotspots_Clusters__TP01_Baseline,(sin flags),delivery=0.3128; overhead=79.8553; drops=0; encounters=12476; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP01,05_disaster,main
D1_ShelterHotspots_Clusters__TP03_ManySmall,(sin flags),delivery=0.3046; overhead=80.8063; drops=0; encounters=12381; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP03,05_disaster,main
D1_ShelterHotspots_Clusters__TP05_CriticalTTL,(sin flags),delivery=0.0679; overhead=61.697; drops=5.177; encounters=12476; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP05,05_disaster,stress
D1_ShelterHotspots_Clusters__TP07_BurstWindow,(sin flags),delivery=0.3049; overhead=81.8468; drops=0; encounters=12446; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP07,05_disaster,main
D1_ShelterHotspots_Clusters__TP08_HubTarget,(sin flags),delivery=0.3722; overhead=62.7535; drops=0; encounters=12319; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP08,05_disaster,main
D1_ShelterHotspots_Clusters__TP11_ManyToOne,(sin flags),delivery=0.4299; overhead=56.7842; drops=0; encounters=12319; std_base=0.1317,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D1_ShelterHotspots_Clusters,TP11,05_disaster,stress
D2_PartitionedCity_MuleBridge__TP01_Baseline,(sin flags),delivery=0.4476; overhead=68.0413; drops=0; encounters=1778; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP01,05_disaster,main
D2_PartitionedCity_MuleBridge__TP02_LowLoad,(sin flags),delivery=0.6947; overhead=65.1818; drops=0; encounters=1686; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP02,05_disaster,main
D2_PartitionedCity_MuleBridge__TP03_ManySmall,(sin flags),delivery=0.4644; overhead=67.1273; drops=0; encounters=1761; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP03,05_disaster,main
D2_PartitionedCity_MuleBridge__TP05_CriticalTTL,(sin flags),delivery=0.0041; overhead=78; drops=1.3162; encounters=1778; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP05,05_disaster,stress
D2_PartitionedCity_MuleBridge__TP06_OneToMany,(sin flags),delivery=0.4423; overhead=69.8042; drops=1.0113; encounters=1704; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP06,05_disaster,stress
D2_PartitionedCity_MuleBridge__TP07_BurstWindow,(sin flags),delivery=0.5481; overhead=67.0244; drops=0; encounters=1674; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP07,05_disaster,main
D2_PartitionedCity_MuleBridge__TP08_HubTarget,(sin flags),delivery=0.4041; overhead=84.1148; drops=2.8887; encounters=1704; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP08,05_disaster,main
D2_PartitionedCity_MuleBridge__TP10_Storm,(sin flags),delivery=0.1974; overhead=63.9071; drops=13.1122; encounters=1712; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP10,05_disaster,stress
D2_PartitionedCity_MuleBridge__TP11_ManyToOne,(sin flags),delivery=0.4361; overhead=72.0969; drops=0; encounters=1704; std_base=0.2065,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D2_PartitionedCity_MuleBridge,TP11,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP01_Baseline,(sin flags),delivery=0.0819; overhead=42.1538; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP01,05_disaster,main
D4_MedicalTriage_TwoClasses__TP02_LowLoad,(sin flags),delivery=0.0833; overhead=40.5; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP02,05_disaster,main
D4_MedicalTriage_TwoClasses__TP03_ManySmall,(sin flags),delivery=0.0652; overhead=35.7708; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP03,05_disaster,main
D4_MedicalTriage_TwoClasses__TP04_FewLarge,(sin flags),delivery=0.0773; overhead=23.4286; drops=0.0994; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP04,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP06_OneToMany,(sin flags),delivery=0.1247; overhead=31.8017; drops=0.0794; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP06,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP07_BurstWindow,(sin flags),delivery=0.1314; overhead=46.0217; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP07,05_disaster,main
D4_MedicalTriage_TwoClasses__TP08_HubTarget,(sin flags),delivery=0.0907; overhead=36.4659; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP08,05_disaster,main
D4_MedicalTriage_TwoClasses__TP09_Bimodal,(sin flags),delivery=0.0788; overhead=33.3556; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP09,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP10_Storm,(sin flags),delivery=0.0059; overhead=39.5556; drops=1.1324; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP10,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP11_ManyToOne,(sin flags),delivery=0.1196; overhead=21.75; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP11,05_disaster,stress
D4_MedicalTriage_TwoClasses__TP12_GroupToGroup,(sin flags),delivery=0.092; overhead=49.2444; drops=0; encounters=66; std_base=0.0411,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D4_MedicalTriage_TwoClasses,TP12,05_disaster,control
D8_InfrastructureReturns_BackboneLinks__TP01_Baseline,(sin flags),delivery=0.4753; overhead=77.0693; drops=0; encounters=3683; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP01,05_disaster,main
D8_InfrastructureReturns_BackboneLinks__TP02_LowLoad,(sin flags),delivery=0.4583; overhead=79.6818; drops=0; encounters=3726; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP02,05_disaster,main
D8_InfrastructureReturns_BackboneLinks__TP03_ManySmall,(sin flags),delivery=0.453; overhead=80.5741; drops=0; encounters=3787; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP03,05_disaster,main
D8_InfrastructureReturns_BackboneLinks__TP05_CriticalTTL,(sin flags),delivery=0.0123; overhead=61.6667; drops=1.7551; encounters=3683; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP05,05_disaster,stress
D8_InfrastructureReturns_BackboneLinks__TP06_OneToMany,(sin flags),delivery=0.4732; overhead=82.2549; drops=3.6124; encounters=3709; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP06,05_disaster,stress
D8_InfrastructureReturns_BackboneLinks__TP07_BurstWindow,(sin flags),delivery=0.489; overhead=78.7528; drops=0; encounters=3696; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP07,05_disaster,main
D8_InfrastructureReturns_BackboneLinks__TP10_Storm,(sin flags),delivery=0.3984; overhead=77.2011; drops=30.599; encounters=3806; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP10,05_disaster,stress
D8_InfrastructureReturns_BackboneLinks__TP11_ManyToOne,(sin flags),delivery=0.4948; overhead=73.875; drops=0; encounters=3709; std_base=0.1759,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,D8_InfrastructureReturns_BackboneLinks,TP11,05_disaster,stress
S1_StrongCommunities_SeparateClusters__TP03_ManySmall,(sin flags),delivery=na; overhead=na; drops=na; encounters=6781; std_base=0.0871,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S1_StrongCommunities_SeparateClusters,TP03,06_social,main
S1_StrongCommunities_SeparateClusters__TP11_ManyToOne,(sin flags),delivery=0.2608; overhead=98.3676; drops=0; encounters=7844; std_base=0.0871,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S1_StrongCommunities_SeparateClusters,TP11,06_social,stress
S2_WeakCommunities_HighMixing__TP01_Baseline,(sin flags),delivery=0.6132; overhead=88.2483; drops=14.8292; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP01,06_social,main
S2_WeakCommunities_HighMixing__TP02_LowLoad,(sin flags),delivery=0.6771; overhead=77.0154; drops=0; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP02,06_social,main
S2_WeakCommunities_HighMixing__TP03_ManySmall,(sin flags),delivery=0.4094; overhead=44.8958; drops=0; encounters=597; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP03,06_social,main
S2_WeakCommunities_HighMixing__TP04_FewLarge,(sin flags),delivery=0.2291; overhead=70.0976; drops=12.7765; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP04,06_social,stress
S2_WeakCommunities_HighMixing__TP05_CriticalTTL,(sin flags),delivery=0.0041; overhead=21; drops=1.0823; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP05,06_social,stress
S2_WeakCommunities_HighMixing__TP06_OneToMany,(sin flags),delivery=0.4021; overhead=67.9718; drops=1.5216; encounters=645; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP06,06_social,stress
S2_WeakCommunities_HighMixing__TP07_BurstWindow,(sin flags),delivery=0.9231; overhead=91.1935; drops=31.2885; encounters=59; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP07,06_social,main
S2_WeakCommunities_HighMixing__TP08_HubTarget,(sin flags),delivery=0.4588; overhead=91.4337; drops=23.0402; encounters=645; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP08,06_social,main
S2_WeakCommunities_HighMixing__TP09_Bimodal,(sin flags),delivery=0.354; overhead=75.2621; drops=16.9124; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP09,06_social,stress
S2_WeakCommunities_HighMixing__TP10_Storm,(sin flags),delivery=0.0305; overhead=64.1596; drops=2.8297; encounters=603; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP10,06_social,stress
S2_WeakCommunities_HighMixing__TP11_ManyToOne,(sin flags),delivery=0.5082; overhead=76.6369; drops=5.6784; encounters=645; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP11,06_social,stress
S2_WeakCommunities_HighMixing__TP12_GroupToGroup,(sin flags),delivery=0.6033; overhead=93.078; drops=18.135; encounters=625; std_base=0.2633,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S2_WeakCommunities_HighMixing,TP12,06_social,control
S3_PeriodicMeetings_RegularRhythm__TP01_Baseline,(sin flags),delivery=0.1408; overhead=51.7313; drops=0; encounters=112; std_base=0.0785,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S3_PeriodicMeetings_RegularRhythm,TP01,06_social,main
S3_PeriodicMeetings_RegularRhythm__TP02_LowLoad,(sin flags),delivery=0.1875; overhead=45.8333; drops=0; encounters=112; std_base=0.0785,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S3_PeriodicMeetings_RegularRhythm,TP02,06_social,main
S3_PeriodicMeetings_RegularRhythm__TP03_ManySmall,(sin flags),delivery=0.1602; overhead=33.8814; drops=0; encounters=121; std_base=0.0785,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S3_PeriodicMeetings_RegularRhythm,TP03,06_social,main
S3_PeriodicMeetings_RegularRhythm__TP04_FewLarge,(sin flags),delivery=0.0829; overhead=40.4; drops=1.4696; encounters=112; std_base=0.0785,Ninguno; etiquetar benchmark_split=main en manifest,baseline estable para comparación,nan,mantener,S3_PeriodicMeetings_RegularRhythm,TP04,06_social,stress
